"pkgname";"pkgver";"arch";"pkgrel";"location";"dep";"sizeC";"sizeU";"Desc"
"xauth";"1.0.5";"x86_64";"1";"/slackware64/x";"";"32 K";"90 K";" xauth xauth is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xaw3d";"20110415git";"x86_64";"1";"/slackware64/x";"";"180 K";"810 K";" xaw3d (3D version of libXaw) Xaw3d is a set of 3D widgets by Kaleb S. Keithley based on the Athena Widget set. The Three-D Athena may be used as a replacement for the Athena (Xaw) Widget set -- you may relink almost any Athena Widget based application and obtain a three dimensional appearance on some of the widgets. You can also replace your shared libXaw with libXaw3d and obtain the three dimensional appearance without even relinking."
"xbacklight";"1.1.2";"x86_64";"1";"/slackware64/x";"";"16 K";"50 K";" xbacklight xbacklight is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xbiff";"1.0.3";"x86_64";"1";"/slackware64/x";"";"20 K";"60 K";" xbiff xbiff is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xbitmaps";"1.1.1";"x86_64";"1";"/slackware64/x";"";"28 K";"270 K";" xbitmaps xbitmaps is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xcalc";"1.0.4.1";"x86_64";"1";"/slackware64/x";"";"32 K";"110 K";" xcalc xcalc is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xcb-proto";"1.6";"noarch";"1";"/slackware64/x";"";"56 K";"470 K";" xcb-proto xcb-proto is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xcb-util";"0.3.6";"x86_64";"1";"/slackware64/x";"";"48 K";"260 K";" xcb-util xcb-util is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xchat";"2.8.8";"x86_64";"3";"/slackware64/xap";"";"1784 K";"6940 K";" xchat (GTK+-based IRC client) X-Chat is a GTK+-based IRC (Internet Relay Chat) client."
"xclipboard";"1.1.1";"x86_64";"1";"/slackware64/x";"";"28 K";"80 K";" xclipboard xclipboard is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xclock";"1.0.5";"x86_64";"1";"/slackware64/x";"";"36 K";"100 K";" xclock xclock is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xcmiscproto";"1.2.1";"noarch";"1";"/slackware64/x";"";"16 K";"70 K";" xcmiscproto xcmiscproto is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xcmsdb";"1.0.3";"x86_64";"1";"/slackware64/x";"";"24 K";"70 K";" xcmsdb xcmsdb is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xcompmgr";"1.1.5";"x86_64";"2";"/slackware64/x";"";"24 K";"70 K";" xcompmgr xcompmgr is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xconsole";"1.0.4";"x86_64";"1";"/slackware64/x";"";"20 K";"70 K";" xconsole xconsole is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xcursor-themes";"1.0.3";"noarch";"1";"/slackware64/x";"";"320 K";"3700 K";" xcursor-themes xcursor-themes is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xcursorgen";"1.0.4";"x86_64";"1";"/slackware64/x";"";"16 K";"60 K";" xcursorgen xcursorgen is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xdbedizzy";"1.1.0";"x86_64";"1";"/slackware64/x";"";"20 K";"60 K";" xdbedizzy xdbedizzy is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xdg-user-dirs";"0.13";"x86_64";"1";"/slackware64/x";"";"36 K";"280 K";" xdg-user-dirs (manage XDG user directories) xdg-user-dirs is a tool used by various XDG compliant desktop environments to locate user well-known user directories such as the Desktop folder. It also handles localization/translation of the filenames. Homepage: http://freedesktop.org/wiki/Software/xdg-user-dirs"
"xdg-utils";"1.1.0_rc1";"noarch";"1";"/slackware64/x";"";"60 K";"260 K";" xdg-utils (command line tools that assist applications) Xdg-utils is a set of command line tools that assist applications with a variety of desktop integration tasks. About half of the tools focus on tasks commonly required during the installation of a desktop application and the other half focuses on integration with the desktop environment while the application is running. Homepage: http://portland.freedesktop.org/wiki/"
"xditview";"1.0.2";"x86_64";"1";"/slackware64/x";"";"32 K";"140 K";" xditview xditview is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xdm";"1.1.10";"x86_64";"1";"/slackware64/x";"";"120 K";"390 K";" xdm xdm is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xdpyinfo";"1.2.0";"x86_64";"1";"/slackware64/x";"";"28 K";"90 K";" xdpyinfo xdpyinfo is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xdriinfo";"1.0.4";"x86_64";"1";"/slackware64/x";"";"16 K";"50 K";" xdriinfo xdriinfo is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xedit";"1.2.0";"x86_64";"1";"/slackware64/x";"";"312 K";"990 K";" xedit xedit is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xev";"1.1.0";"x86_64";"1";"/slackware64/x";"";"20 K";"70 K";" xev xev is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xextproto";"7.2.0";"x86_64";"1";"/slackware64/x";"";"144 K";"1280 K";" xextproto xextproto is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xeyes";"1.1.1";"x86_64";"1";"/slackware64/x";"";"20 K";"70 K";" xeyes xeyes is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-input-acecad";"1.4.0";"x86_64";"2";"/slackware64/x";"";"20 K";"60 K";" xf86-input-acecad xf86-input-acecad is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-input-aiptek";"1.3.1";"x86_64";"1";"/slackware64/x";"";"24 K";"70 K";" xf86-input-aiptek xf86-input-aiptek is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-input-evdev";"2.6.0";"x86_64";"1";"/slackware64/x";"";"36 K";"120 K";" xf86-input-evdev xf86-input-evdev is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-input-joystick";"1.5.0";"x86_64";"1";"/slackware64/x";"";"36 K";"100 K";" xf86-input-joystick xf86-input-joystick is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-input-keyboard";"1.6.0";"x86_64";"1";"/slackware64/x";"";"28 K";"100 K";" xf86-input-keyboard xf86-input-keyboard is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-input-mouse";"1.7.0";"x86_64";"1";"/slackware64/x";"";"48 K";"170 K";" xf86-input-mouse xf86-input-mouse is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-input-penmount";"1.4.1";"x86_64";"2";"/slackware64/x";"";"16 K";"50 K";" xf86-input-penmount xf86-input-penmount is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-input-synaptics";"1.4.0";"x86_64";"1";"/slackware64/x";"";"68 K";"190 K";" xf86-input-synaptics xf86-input-synaptics is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-input-vmmouse";"12.7.0";"x86_64";"1";"/slackware64/x";"";"28 K";"100 K";" xf86-input-vmmouse xf86-input-vmmouse is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-input-void";"1.3.1";"x86_64";"1";"/slackware64/x";"";"16 K";"60 K";" xf86-input-void xf86-input-void is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-input-wacom";"0.10.11";"x86_64";"1";"/slackware64/x";"";"84 K";"260 K";" xf86-input-wacom xf86-input-wacom is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-apm";"1.2.3";"x86_64";"1";"/slackware64/x";"";"72 K";"190 K";" xf86-video-apm xf86-video-apm is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-ark";"0.7.3";"x86_64";"1";"/slackware64/x";"";"20 K";"70 K";" xf86-video-ark xf86-video-ark is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-ast";"0.91.10";"x86_64";"1";"/slackware64/x";"";"28 K";"80 K";" xf86-video-ast xf86-video-ast is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-ati";"6.14.1";"x86_64";"1";"/slackware64/x";"";"356 K";"1250 K";" xf86-video-ati xf86-video-ati is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-chips";"1.2.4";"x86_64";"1";"/slackware64/x";"";"92 K";"270 K";" xf86-video-chips xf86-video-chips is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-cirrus";"1.3.2";"x86_64";"3";"/slackware64/x";"";"36 K";"120 K";" xf86-video-cirrus xf86-video-cirrus is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-dummy";"0.3.4";"x86_64";"1";"/slackware64/x";"";"16 K";"50 K";" xf86-video-dummy xf86-video-dummy is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-glint";"1.2.5";"x86_64";"1";"/slackware64/x";"";"96 K";"340 K";" xf86-video-glint xf86-video-glint is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-i128";"1.3.4";"x86_64";"1";"/slackware64/x";"";"32 K";"100 K";" xf86-video-i128 xf86-video-i128 is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-i740";"1.3.2";"x86_64";"3";"/slackware64/x";"";"28 K";"80 K";" xf86-video-i740 xf86-video-i740 is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-intel";"2.15.0";"x86_64";"1";"/slackware64/x";"";"196 K";"890 K";" xf86-video-intel xf86-video-intel is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-mach64";"6.8.2";"x86_64";"3";"/slackware64/x";"";"100 K";"320 K";" xf86-video-mach64 xf86-video-mach64 is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-mga";"1.4.13";"x86_64";"1";"/slackware64/x";"";"96 K";"260 K";" xf86-video-mga xf86-video-mga is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-neomagic";"1.2.5";"x86_64";"1";"/slackware64/x";"";"40 K";"120 K";" xf86-video-neomagic xf86-video-neomagic is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-nouveau";"8bb82312";"x86_64";"1";"/slackware64/x";"";"76 K";"220 K";" xf86-video-nouveau xf86-video-nouveau is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-nv";"2.1.18";"x86_64";"1";"/slackware64/x";"";"92 K";"260 K";" xf86-video-nv xf86-video-nv is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-openchrome";"0.2.904";"x86_64";"2";"/slackware64/x";"";"144 K";"520 K";" xf86-video-openchrome xf86-video-openchrome is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-r128";"6.8.1";"x86_64";"3";"/slackware64/x";"";"60 K";"170 K";" xf86-video-r128 xf86-video-r128 is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-radeonhd";"1.3.0";"x86_64";"2";"/slackware64/x";"";"204 K";"590 K";" xf86-video-radeonhd (driver for AMD GPG (ATI) R5xx/R6xx chipsets) xf86-video-radeonhd is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-rendition";"4.2.4";"x86_64";"1";"/slackware64/x";"";"44 K";"150 K";" xf86-video-rendition xf86-video-rendition is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-s3";"0.6.3";"x86_64";"3";"/slackware64/x";"";"32 K";"90 K";" xf86-video-s3 xf86-video-s3 is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-s3virge";"1.10.4";"x86_64";"3";"/slackware64/x";"";"44 K";"120 K";" xf86-video-s3virge xf86-video-s3virge is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-savage";"2.3.2";"x86_64";"1";"/slackware64/x";"";"80 K";"210 K";" xf86-video-savage xf86-video-savage is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-siliconmotion";"1.7.5";"x86_64";"1";"/slackware64/x";"";"72 K";"190 K";" xf86-video-siliconmotion xf86-video-siliconmotion is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-sis";"0.10.3";"x86_64";"1";"/slackware64/x";"";"248 K";"650 K";" xf86-video-sis xf86-video-sis is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-sisusb";"0.9.4";"x86_64";"1";"/slackware64/x";"";"48 K";"130 K";" xf86-video-sisusb xf86-video-sisusb is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-tdfx";"1.4.3";"x86_64";"3";"/slackware64/x";"";"32 K";"90 K";" xf86-video-tdfx xf86-video-tdfx is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-tga";"1.2.1";"x86_64";"2";"/slackware64/x";"";"24 K";"80 K";" xf86-video-tga xf86-video-tga is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-trident";"1.3.4";"x86_64";"1";"/slackware64/x";"";"72 K";"210 K";" xf86-video-trident xf86-video-trident is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-tseng";"1.2.4";"x86_64";"1";"/slackware64/x";"";"32 K";"100 K";" xf86-video-tseng xf86-video-tseng is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-v4l";"0.2.0";"x86_64";"4";"/slackware64/x";"";"12 K";"40 K";" xf86-video-v4l xf86-video-v4l is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-vesa";"2.3.0";"x86_64";"3";"/slackware64/x";"";"28 K";"80 K";" xf86-video-vesa xf86-video-vesa is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-vmware";"11.0.3";"x86_64";"1";"/slackware64/x";"";"40 K";"130 K";" xf86-video-vmware xf86-video-vmware is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-voodoo";"1.2.4";"x86_64";"1";"/slackware64/x";"";"24 K";"70 K";" xf86-video-voodoo xf86-video-voodoo is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86-video-xgi";"1.6.0";"x86_64";"1";"/slackware64/x";"";"128 K";"330 K";" xf86-video-xgi xf86-video-xgi is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86bigfontproto";"1.2.0";"noarch";"1";"/slackware64/x";"";"8 K";"30 K";" xf86bigfontproto xf86bigfontproto is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86dga";"1.0.3";"x86_64";"1";"/slackware64/x";"";"16 K";"50 K";" xf86dga xf86dga is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86dgaproto";"2.1";"noarch";"1";"/slackware64/x";"";"8 K";"40 K";" xf86dgaproto xf86dgaproto is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86driproto";"2.1.1";"noarch";"1";"/slackware64/x";"";"12 K";"50 K";" xf86driproto xf86driproto is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86miscproto";"0.9.3";"noarch";"1";"/slackware64/x";"";"8 K";"30 K";" xf86miscproto xf86miscproto is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xf86vidmodeproto";"2.3.1";"noarch";"1";"/slackware64/x";"";"12 K";"60 K";" xf86vidmodeproto xf86vidmodeproto is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xfce";"4.6.2";"x86_64";"5";"/slackware64/xap";"";"12320 K";"55400 K";" xfce (a fast and lightweight desktop environment for X) Xfce is a fast and lightweight desktop environment that is both visually appealing and easy to use. For more information, see: http://www.xfce.org Xfce was developed by Olivier Fourdan."
"xfce4-notifyd";"0.1.1";"x86_64";"1";"/slackware64/xap";"";"56 K";"220 K";" xfce4-notifyd (Xfce Notify Daemon) Xfce4-notifyd is a simple, visually-appealing notification daemon for Xfce. Applications can use xfce4-notifyd to pop up a notification bubble by sending messages through D-Bus. Homepage: http://spuriousinterrupt.org/projects/xfce4-notifyd"
"xfce4-power-manager";"0.8.5";"x86_64";"1";"/slackware64/xap";"";"472 K";"3220 K";" xfce4-power-manager (Power Management Daemon for Xfce) xfce4-power-manager makes power management functions (such as suspend and hibernate) easy inside the Xfce Desktop Environment (but it should also work in any other desktop environment)."
"xfd";"1.1.0";"x86_64";"1";"/slackware64/x";"";"28 K";"80 K";" xfd xfd is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xfig";"3.2.4";"x86_64";"5";"/slackware64/t";"";"2948 K";"9870 K";" xfig (interactive drawing tool) This package contains the binary for xfig, an interactive drawing tool under X. Xfig can create fig, epsf, and LaTeX files with various options. You also have to install the transfig package (transfig.tgz) so that xfig can export fig files as epsf and LaTeX files. This package also contains a set of basic examples of fig files."
"xfontsel";"1.0.3";"x86_64";"1";"/slackware64/x";"";"32 K";"90 K";" xfontsel xfontsel is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xfractint";"20.04p09";"x86_64";"1";"/slackware64/xap";"";"824 K";"2570 K";" xfractint (fractal generation program) Xfractint draws a wide variety of fractals. Xfractint is a port of the DOS program Fractint. The primary original authors of Fractint are Bert Tyler, Timothy Wegner, Mark Peterson, and Pieter Branderhorst. Fractint was ported to X by Ken Shirriff."
"xfs";"1.1.1";"x86_64";"1";"/slackware64/x";"";"76 K";"200 K";" xfs xfs is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xfsdump";"3.0.4";"x86_64";"1";"/slackware64/ap";"";"300 K";"870 K";" xfsdump (backup tools for the XFS filesystem) The xfsdump package contains the xfsdump and xfsrestore utilities for backing up and restoring XFS partitions. xfsdump examines files in a filesystem, determines which need to be backed up, and copies those files to a specified disk, tape or other storage medium. xfsrestore performs the inverse function of xfsdump; it can restore a full or incremental backup of a filesystem."
"xfsinfo";"1.0.3";"x86_64";"1";"/slackware64/x";"";"16 K";"50 K";" xfsinfo xfsinfo is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xfsprogs";"3.1.4";"x86_64";"1";"/slackware64/a";"";"708 K";"3610 K";" xfsprogs (tools to use the XFS filesystem) XFS is a high performance journaling filesystem which originated on the SGI IRIX platform. It is completely multi-threaded, can support large files and large filesystems, extended attributes, variable block sizes, is extent based, and makes extensive use of Btrees (directories, extents, free space) to aid both performance and scalability."
"xgames";"0.3";"x86_64";"4";"/slackware64/xap";"";"116 K";"370 K";" xgames (small X games collection) A few small and historic games and toys for X. Includes maze, spider, xcolormap, xlander, xminesweep, xroach, xsnow."
"xgamma";"1.0.4";"x86_64";"1";"/slackware64/x";"";"16 K";"50 K";" xgamma xgamma is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xgc";"1.0.3";"x86_64";"1";"/slackware64/x";"";"40 K";"120 K";" xgc xgc is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xhost";"1.0.4";"x86_64";"1";"/slackware64/x";"";"20 K";"60 K";" xhost xhost is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xine-lib";"1.1.19";"x86_64";"1";"/slackware64/xap";"";"3564 K";"9730 K";" xine-lib (xine multimedia playback engine libraries) xine-lib is a free (GPL licensed) high-performance multimedia playback engine. The xine shared libraries are used by xine-ui (and other media players and multimedia applications) for smooth video processing and playback of multimedia streams such as movies, radio and TV network streams, DVDs, and VCDs."
"xine-ui";"0.99.5";"x86_64";"3";"/slackware64/xap";"";"1256 K";"3310 K";" xine-ui (xine multimedia playback engine user interface) Xine is a free multimedia player. It plays back CDs, DVDs, and VCDs, multimedia files, and multimedia streamed over a network. The xine-ui package contains the graphical user interface for the xine multimedia player."
"xineramaproto";"1.2.1";"noarch";"1";"/slackware64/x";"";"12 K";"50 K";" xineramaproto xineramaproto is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xinit";"1.3.0";"x86_64";"1";"/slackware64/x";"";"32 K";"90 K";" xinit xinit is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xinput";"1.5.3";"x86_64";"1";"/slackware64/x";"";"36 K";"110 K";" xinput xinput is a utility to configure and test XInput devices. It wasn't originally designed to be the primary tool for doing this but it's still pretty much the only program out there for doing it. :-) xinput is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xkbcomp";"1.2.1";"x86_64";"1";"/slackware64/x";"";"100 K";"270 K";" xkbcomp xkbcomp is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xkbevd";"1.1.2";"x86_64";"1";"/slackware64/x";"";"28 K";"80 K";" xkbevd xkbevd is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xkbprint";"1.0.3";"x86_64";"1";"/slackware64/x";"";"56 K";"140 K";" xkbprint xkbprint is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xkbutils";"1.0.3";"x86_64";"1";"/slackware64/x";"";"28 K";"100 K";" xkbutils xkbutils is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xkeyboard-config";"2.2.1";"noarch";"1";"/slackware64/x";"";"484 K";"4800 K";" xkeyboard-config xkeyboard-config is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xkill";"1.0.3";"x86_64";"1";"/slackware64/x";"";"20 K";"50 K";" xkill xkill is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xload";"1.1.0";"x86_64";"1";"/slackware64/x";"";"20 K";"70 K";" xload xload is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xlockmore";"5.32";"x86_64";"1";"/slackware64/xap";"";"1000 K";"3480 K";" xlockmore (screen locker for X) Patrick J. Naughton's xlock screensaver/locker for X, with many more modes added by David A. Bagley. The 'Bob' bitmap has been included especially for Slackware, as well as a Linux penguin logo. (NOTE: the image of J. R. 'Bob' Dobbs is a registered trademark of The Subgenius Foundation, used by permission)"
"xlogo";"1.0.3";"x86_64";"1";"/slackware64/x";"";"24 K";"70 K";" xlogo xlogo is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xlsatoms";"1.1.0";"x86_64";"1";"/slackware64/x";"";"16 K";"50 K";" xlsatoms xlsatoms is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xlsclients";"1.1.1";"x86_64";"1";"/slackware64/x";"";"20 K";"60 K";" xlsclients xlsclients is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xlsfonts";"1.0.3";"x86_64";"1";"/slackware64/x";"";"20 K";"60 K";" xlsfonts xlsfonts is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xmag";"1.0.4";"x86_64";"1";"/slackware64/x";"";"28 K";"90 K";" xmag xmag is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xman";"1.1.1";"x86_64";"1";"/slackware64/x";"";"48 K";"140 K";" xman xman is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xmessage";"1.0.3";"x86_64";"1";"/slackware64/x";"";"20 K";"70 K";" xmessage xmessage is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xmh";"1.0.2";"x86_64";"1";"/slackware64/x";"";"84 K";"190 K";" xmh xmh is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"xmms";"1.2.11";"x86_64";"4";"/slackware64/xap";"";"1132 K";"5830 K";" xmms (X Multimedia System) XMMS is the X Multimedia System. It is used to play audio and other kinds of media files. By default XMMS can play MPEG audio, Ogg Vorbis, RIFF wav, most module formats, and a few other formats. XMMS can be extended through plugins to play a number of other audio and video formats."
